timestamp,open,high,low,close
2018-01-02 09:01:17,77045,77140,77135,77140
2018-01-02 09:02:20,77130,77085,77080,77080
2018-01-02 09:05:18,77085,77110,77105,77105
2018-01-02 09:06:47,77110,77010,77005,77010
