timestamp,open,low,high,close,volume
2020-01-03 09:16:41,118850.0,117770.0,118850.0,118125.0,501.0
2020-01-03 09:28:17,118120.0,118100.0,118350.0,118195.0,540.0
2020-01-03 09:44:59,118190.0,118125.0,118390.0,118335.0,625.0
2020-01-03 10:01:38,118340.0,118250.0,118570.0,118510.0,500.0
